cluster_id,mean_late_minutes,max_late_minutes,late_rate,observations,severity_rank
1,5.069924242424242,10.80181818181818,0.4318181818181818,2.6363636363636362,1
2,0.7228492063492062,3.3541666666666665,0.08680555555555554,5.916666666666667,2
0,0.4435042735042735,0.778076923076923,0.0,2.4358974358974357,3
