model,cv_mae_mean,cv_rmse_mean,cv_r2_mean,test_mae,test_rmse,test_r2,test_rows
random_forest_regressor,4.276459553138361,9.521694221331234,-0.13090020503867894,4.938747559011935,17.6144420190197,0.08002515698812884,148
linear_regression,5.536379875457259,9.58191672263749,-0.03798621698497275,5.779506242293823,17.78458756397941,0.0621664459785245,148
