snapshot_ts,feed_ts,vehicle_id,trip_id,route_id,direction_id,start_time,start_date,schedule_relationship,stop_id,current_stop_sequence,current_status,current_status_name,latitude,longitude,bearing,speed_mph,occupancy_status,occupancy_label,vehicle_timestamp
2026-04-06T02:00:29.210655+00:00,1775440829,0133,3926253,60,0,18:16:00,20260405,0,65867,34.0,2,IN_TRANSIT_TO,37.367759704589844,-121.91403198242188,326.7200012207031,25.44,0,EMPTY,1775440826
2026-04-06T02:00:29.210655+00:00,1775440829,0134,3926300,60,1,19:28:00,20260405,0,65882,1.0,1,INCOMING_AT,37.41005325317383,-121.89159393310547,,0.0,0,EMPTY,1775440826
2026-04-06T02:00:29.210655+00:00,1775440829,0137,3918058,23,1,19:11:00,20260405,0,65320,1.0,1,INCOMING_AT,37.357749938964844,-121.83255767822266,,0.01,0,EMPTY,1775440826
2026-04-06T02:00:29.210655+00:00,1775440829,0138,,,0,,,0,,,2,IN_TRANSIT_TO,37.35243606567383,-121.85613250732422,,0.01,0,EMPTY,1775440826
2026-04-06T02:00:29.210655+00:00,1775440829,0139,3918087,23,1,18:25:00,20260405,0,60631,31.0,2,IN_TRANSIT_TO,37.323509216308594,-121.9218978881836,269.5,29.6,0,EMPTY,1775440826
2026-04-06T02:00:29.210655+00:00,1775440829,0141,3918088,23,1,18:55:00,20260405,0,63066,3.0,1,INCOMING_AT,37.36146926879883,-121.83751678466797,238.9499969482422,11.9,0,EMPTY,1775440826
2026-04-06T02:00:29.210655+00:00,1775440829,0142,,,0,,,0,,,2,IN_TRANSIT_TO,37.273468017578125,-121.83061218261719,133.30999755859375,36.4,0,EMPTY,1775440826
2026-04-06T02:00:29.210655+00:00,1775440829,0144,,,0,,,0,,,2,IN_TRANSIT_TO,37.35774612426758,-121.83248901367188,143.75,6.64,0,EMPTY,1775440826
2026-04-06T02:00:29.210655+00:00,1775440829,0145,3923820,Rapid 523,0,18:05:00,20260405,0,60600,23.0,1,INCOMING_AT,37.323463439941406,-121.91200256347656,88.81999969482422,8.92,0,EMPTY,1775440826
2026-04-06T02:00:29.210655+00:00,1775440829,0146,,,0,,,0,,,2,IN_TRANSIT_TO,37.30779266357422,-121.8548355102539,,0.02,2,FEW_SEATS_AVAILABLE,1775440826
