snapshot_ts,feed_ts,vehicle_id,trip_id,route_id,direction_id,start_time,start_date,schedule_relationship,stop_id,current_stop_sequence,current_status,current_status_name,latitude,longitude,bearing,speed_mph,occupancy_status,occupancy_label,vehicle_timestamp
2026-04-05T20:30:51.928242+00:00,1775421052,0133,3926289,60,1,13:49:00,20260405,0,65882,1.0,1,INCOMING_AT,37.41007614135742,-121.89159393310547,,0.0,0,EMPTY,1775421033
2026-04-05T20:30:51.928242+00:00,1775421052,0134,3926288,60,1,13:29:00,20260405,0,65882,1.0,1,INCOMING_AT,37.409908294677734,-121.89149475097656,,0.0,0,EMPTY,1775421033
2026-04-05T20:30:51.928242+00:00,1775421052,0135,,,0,,,0,,,2,IN_TRANSIT_TO,37.41740798950195,-121.93433380126953,,0.0,0,EMPTY,1775421033
2026-04-05T20:30:51.928242+00:00,1775421052,0137,3918073,23,1,13:24:00,20260405,0,63070,6.0,2,IN_TRANSIT_TO,37.356361389160156,-121.848388671875,242.6699981689453,14.37,0,EMPTY,1775421033
2026-04-05T20:30:51.928242+00:00,1775421052,0138,,,0,,,0,,,2,IN_TRANSIT_TO,37.357887268066406,-121.83267974853516,,0.0,0,EMPTY,1775421033
2026-04-05T20:30:51.928242+00:00,1775421052,0139,3918070,23,1,12:24:00,20260405,0,60662,54.0,1,INCOMING_AT,37.32304763793945,-122.04214477539062,,0.0,0,EMPTY,1775421033
2026-04-05T20:30:51.928242+00:00,1775421052,0141,3918071,23,1,12:54:00,20260405,0,66001,29.0,1,INCOMING_AT,37.323631286621094,-121.91356658935547,266.67999267578125,14.11,0,EMPTY,1775421033
2026-04-05T20:30:51.928242+00:00,1775421052,0142,3929072,68,1,13:31:00,20260405,0,63413,1.0,1,INCOMING_AT,37.33037185668945,-121.90225219726562,,0.0,0,EMPTY,1775421033
2026-04-05T20:30:51.928242+00:00,1775421052,0144,3918072,23,1,13:09:00,20260405,0,60431,11.0,1,INCOMING_AT,37.346797943115234,-121.86834716796875,,0.0,0,EMPTY,1775421033
2026-04-05T20:30:51.928242+00:00,1775421052,0145,3923874,Rapid 523,1,13:34:00,20260405,0,62943,1.0,1,INCOMING_AT,37.33824920654297,-121.88357543945312,,0.0,0,EMPTY,1775421033
2026-04-05T20:30:51.928242+00:00,1775421052,0147,3929009,68,0,12:03:00,20260405,0,60441,91.0,2,IN_TRANSIT_TO,37.335609436035156,-121.89189910888672,,0.0,0,EMPTY,1775421033
2026-04-05T20:30:51.928242+00:00,1775421052,0148,3923873,Rapid 523,1,12:35:00,20260405,0,60864,23.0,2,IN_TRANSIT_TO,37.37582778930664,-122.02947998046875,326.8800048828125,9.03,0,EMPTY,1775421033
2026-04-05T20:30:51.928242+00:00,1775421052,0154,3929010,68,0,12:23:00,20260405,0,61716,70.0,2,IN_TRANSIT_TO,37.27686309814453,-121.83390808105469,320.8699951171875,33.57,0,EMPTY,1775421033
2026-04-05T20:30:51.928242+00:00,1775421052,0155,,,0,,,0,,,2,IN_TRANSIT_TO,37.30807113647461,-121.85514831542969,,0.0,0,EMPTY,1775421033
2026-04-05T20:30:51.928242+00:00,1775421052,0156,3918011,23,0,13:28:00,20260405,0,60566,3.0,2,IN_TRANSIT_TO,37.32282638549805,-122.03528594970703,,0.02,0,EMPTY,1775421033
2026-04-05T20:30:51.928242+00:00,1775421052,0159,3929071,68,1,12:31:00,20260405,0,63427,47.0,1,INCOMING_AT,37.20063018798828,-121.73612976074219,,0.0,0,EMPTY,1775421033
2026-04-05T20:30:51.928242+00:00,1775421052,0161,3918010,23,0,12:59:00,20260405,0,60597,27.0,2,IN_TRANSIT_TO,37.32341003417969,-121.92366790771484,89.75,23.4,0,EMPTY,1775421033
2026-04-05T20:30:51.928242+00:00,1775421052,0162,3929012,68,0,13:23:00,20260405,0,63358,5.0,1,INCOMING_AT,37.017112731933594,-121.57359313964844,,0.15,0,EMPTY,1775421033
2026-04-05T20:30:51.928242+00:00,1775421052,0163,3918008,23,0,12:29:00,20260405,0,63030,52.0,2,IN_TRANSIT_TO,37.358245849609375,-121.84380340576172,,0.01,0,EMPTY,1775421033
2026-04-05T20:30:51.928242+00:00,1775421052,0164,3929057,68,1,12:51:00,20260405,0,63417,31.0,2,IN_TRANSIT_TO,37.26029586791992,-121.81039428710938,,0.0,0,EMPTY,1775421033
