snapshot_ts,feed_ts,vehicle_id,trip_id,route_id,direction_id,start_time,start_date,schedule_relationship,stop_id,current_stop_sequence,current_status,current_status_name,latitude,longitude,bearing,speed_mph,occupancy_status,occupancy_label,vehicle_timestamp
2026-04-06T00:01:19.348037+00:00,1775433679,0133,3926295,60,1,16:49:00,20260405,0,62672,9.0,2,IN_TRANSIT_TO,37.38832092285156,-121.8869857788086,146.38999938964844,24.43,0,EMPTY,1775433666
2026-04-06T00:01:19.348037+00:00,1775433679,0134,3926294,60,1,16:29:00,20260405,0,64522,19.0,2,IN_TRANSIT_TO,37.350521087646484,-121.91751098632812,274.94000244140625,37.87,0,EMPTY,1775433666
2026-04-06T00:01:19.348037+00:00,1775433679,0137,3918082,23,1,16:25:00,20260405,0,60631,31.0,2,IN_TRANSIT_TO,37.323524475097656,-121.92012786865234,270.1300048828125,29.89,0,EMPTY,1775433666
2026-04-06T00:01:19.348037+00:00,1775433679,0138,,,0,,,0,,,2,IN_TRANSIT_TO,37.33603286743164,-121.8890380859375,,2.4,0,EMPTY,1775433666
2026-04-06T00:01:19.348037+00:00,1775433679,0139,3918021,23,0,16:44:00,20260405,0,60585,19.0,2,IN_TRANSIT_TO,37.32316970825195,-121.96453094482422,,0.0,0,EMPTY,1775433666
2026-04-06T00:01:19.348037+00:00,1775433679,0141,3918080,23,1,15:55:00,20260405,0,65637,55.0,2,IN_TRANSIT_TO,37.322898864746094,-122.04603576660156,264.07000732421875,11.78,0,EMPTY,1775433666
2026-04-06T00:01:19.348037+00:00,1775433679,0142,3929029,68,0,15:43:00,20260405,0,63204,81.0,2,IN_TRANSIT_TO,37.3114013671875,-121.86882019042969,321.0,33.0,0,EMPTY,1775433666
2026-04-06T00:01:19.348037+00:00,1775433679,0144,3918081,23,1,16:10:00,20260405,0,60645,40.0,2,IN_TRANSIT_TO,37.32331085205078,-121.9693832397461,,0.0,0,EMPTY,1775433666
2026-04-06T00:01:19.348037+00:00,1775433679,0145,3923877,Rapid 523,1,16:34:00,20260405,0,64696,10.0,1,INCOMING_AT,37.32345199584961,-121.95125579833984,,0.0,0,EMPTY,1775433666
2026-04-06T00:01:19.348037+00:00,1775433679,0146,,,0,,,0,,,2,IN_TRANSIT_TO,37.30640411376953,-121.85427856445312,,0.01,2,FEW_SEATS_AVAILABLE,1775433666
2026-04-06T00:01:19.348037+00:00,1775433679,0147,3928996,68,0,17:04:00,20260405,0,63352,1.0,1,INCOMING_AT,37.00375747680664,-121.56658935546875,,0.0,0,EMPTY,1775433666
