snapshot_ts,feed_ts,entity_id,trip_id,route_id,vehicle_id,stop_id,stop_sequence,arrival_time,arrival_delay,departure_time,departure_delay
2026-04-05T20:25:25.872678+00:00,1775420726,3916445,3916445,201,block_6812_schedBasedVehicle,60616,1,,,1775461680.0,0.0
2026-04-05T20:25:25.872678+00:00,1775420726,3916445,3916445,201,block_6812_schedBasedVehicle,65461,2,1775461711.0,0.0,,
2026-04-05T20:25:25.872678+00:00,1775420726,3916445,3916445,201,block_6812_schedBasedVehicle,60619,3,1775461888.0,0.0,1775461920.0,0.0
2026-04-05T20:25:25.872678+00:00,1775420726,3916445,3916445,201,block_6812_schedBasedVehicle,60620,4,1775461927.0,0.0,,
2026-04-05T20:25:25.872678+00:00,1775420726,3916445,3916445,201,block_6812_schedBasedVehicle,66066,5,1775462224.0,0.0,,
2026-04-05T20:25:25.872678+00:00,1775420726,3916445,3916445,201,block_6812_schedBasedVehicle,60750,6,1775462512.0,0.0,1775462580.0,0.0
2026-04-05T20:25:25.872678+00:00,1775420726,3916445,3916445,201,block_6812_schedBasedVehicle,65046,7,1775462982.0,0.0,,
2026-04-05T20:25:25.872678+00:00,1775420726,3916570,3916570,21,4129,65472,56,1775420720.0,0.0,1775420720.0,0.0
2026-04-05T20:25:25.872678+00:00,1775420726,3916570,3916570,21,4129,60865,57,1775420788.0,0.0,,
2026-04-05T20:25:25.872678+00:00,1775420726,3916570,3916570,21,4129,61295,58,1775420883.0,0.0,,
2026-04-05T20:25:25.872678+00:00,1775420726,3916570,3916570,21,4129,65724,59,1775420901.0,0.0,,
2026-04-05T20:25:25.872678+00:00,1775420726,3916570,3916570,21,4129,61296,60,1775420915.0,0.0,,
2026-04-05T20:25:25.872678+00:00,1775420726,3916570,3916570,21,4129,61297,61,1775421093.0,0.0,,
2026-04-05T20:25:25.872678+00:00,1775420726,3916570,3916570,21,4129,61298,62,1775421135.0,0.0,,
2026-04-05T20:25:25.872678+00:00,1775420726,3916570,3916570,21,4129,61299,63,1775421185.0,0.0,,
2026-04-05T20:25:25.872678+00:00,1775420726,3916570,3916570,21,4129,61300,64,1775421238.0,0.0,,
2026-04-05T20:25:25.872678+00:00,1775420726,3916570,3916570,21,4129,61301,65,1775421312.0,0.0,,
2026-04-05T20:25:25.872678+00:00,1775420726,3916570,3916570,21,4129,61302,66,1775421351.0,0.0,,
2026-04-05T20:25:25.872678+00:00,1775420726,3916570,3916570,21,4129,61303,67,1775421369.0,0.0,,
2026-04-05T20:25:25.872678+00:00,1775420726,3916570,3916570,21,4129,61304,68,1775421438.0,0.0,,
2026-04-05T20:25:25.872678+00:00,1775420726,3916570,3916570,21,4129,65550,69,1775421514.0,0.0,1775421600.0,0.0
2026-04-05T20:25:25.872678+00:00,1775420726,3916570,3916570,21,4129,65553,70,1775421605.0,0.0,,
2026-04-05T20:25:25.872678+00:00,1775420726,3916570,3916570,21,4129,65556,71,1775421687.0,0.0,,
2026-04-05T20:25:25.872678+00:00,1775420726,3916570,3916570,21,4129,62740,72,1775421741.0,0.0,,
2026-04-05T20:25:25.872678+00:00,1775420726,3916570,3916570,21,4129,62741,73,1775421779.0,0.0,,
2026-04-05T20:25:25.872678+00:00,1775420726,3916570,3916570,21,4129,62742,74,1775421800.0,0.0,,
2026-04-05T20:25:25.872678+00:00,1775420726,3916570,3916570,21,4129,61314,75,1775421820.0,0.0,,
2026-04-05T20:25:25.872678+00:00,1775420726,3916570,3916570,21,4129,61315,76,1775421835.0,0.0,,
2026-04-05T20:25:25.872678+00:00,1775420726,3916570,3916570,21,4129,60386,77,1775421914.0,0.0,,
2026-04-05T20:25:25.872678+00:00,1775420726,3916570,3916570,21,4129,60387,78,1775421949.0,0.0,1775422080.0,0.0
2026-04-05T20:25:25.872678+00:00,1775420726,3916570,3916570,21,4129,60388,79,1775422106.0,0.0,,
2026-04-05T20:25:25.872678+00:00,1775420726,3916570,3916570,21,4129,65899,80,1775422143.0,0.0,,
2026-04-05T20:25:25.872678+00:00,1775420726,3916570,3916570,21,4129,60391,81,1775422211.0,0.0,,
2026-04-05T20:25:25.872678+00:00,1775420726,3916570,3916570,21,4129,61474,82,1775422257.0,0.0,,
2026-04-05T20:25:25.872678+00:00,1775420726,3916571,3916571,21,4132,61568,5,1775420778.0,0.0,,
2026-04-05T20:25:25.872678+00:00,1775420726,3916571,3916571,21,4132,61569,6,1775420836.0,0.0,,
2026-04-05T20:25:25.872678+00:00,1775420726,3916571,3916571,21,4132,61570,7,1775420875.0,0.0,,
2026-04-05T20:25:25.872678+00:00,1775420726,3916571,3916571,21,4132,61571,8,1775420936.0,0.0,,
2026-04-05T20:25:25.872678+00:00,1775420726,3916571,3916571,21,4132,61572,9,1775420972.0,0.0,,
