hour_of_day,is_rush_hour,is_weekend,route_stop_count,stop_position_pct,tmax,prcp,is_rainy,temp_range,stop_sequence,direction_id,speed_mph,is_delayed
13.0,0.0,1.0,110.0,0.9642857142857143,68.0,0.0,0.0,25.0,54.0,0.0,37.95,0
13.0,0.0,1.0,110.0,0.375,68.0,0.0,0.0,25.0,21.0,0.0,33.81,0
13.0,0.0,1.0,110.0,0.017857142857142856,68.0,0.0,0.0,25.0,1.0,0.0,0.0,0
17.0,1.0,1.0,110.0,0.5,68.0,0.0,0.0,25.0,28.0,0.0,27.0,0
17.0,1.0,1.0,110.0,0.10714285714285714,68.0,0.0,0.0,25.0,6.0,0.0,29.45,0
19.0,1.0,1.0,110.0,0.48214285714285715,68.0,0.0,0.0,25.0,27.0,0.0,0.0,0
20.0,0.0,0.0,110.0,0.9821428571428571,62.0,0.0,0.0,24.0,55.0,0.0,8.56,0
20.0,0.0,0.0,110.0,0.375,62.0,0.0,0.0,24.0,21.0,0.0,3.0,0
13.0,0.0,1.0,110.0,0.925,68.0,0.0,0.0,25.0,37.0,0.0,31.53,0
13.0,0.0,1.0,110.0,0.275,68.0,0.0,0.0,25.0,11.0,0.0,0.0,0
13.0,0.0,1.0,110.0,0.025,68.0,0.0,0.0,25.0,1.0,0.0,0.0,0
17.0,1.0,1.0,110.0,0.5,68.0,0.0,0.0,25.0,20.0,0.0,14.02,0
17.0,1.0,1.0,110.0,0.025,68.0,0.0,0.0,25.0,1.0,0.0,0.0,0
18.0,1.0,1.0,110.0,0.3,68.0,0.0,0.0,25.0,12.0,0.0,0.0,1
19.0,1.0,1.0,110.0,0.075,68.0,0.0,0.0,25.0,3.0,0.0,20.38,0
20.0,0.0,0.0,110.0,0.225,62.0,0.0,0.0,24.0,9.0,0.0,0.14,0
13.0,0.0,1.0,80.0,0.024390243902439025,68.0,0.0,0.0,25.0,1.0,1.0,0.0,0
17.0,1.0,1.0,80.0,1.0,68.0,0.0,0.0,25.0,41.0,1.0,17.0,0
17.0,1.0,1.0,80.0,0.12195121951219512,68.0,0.0,0.0,25.0,5.0,1.0,13.56,0
19.0,1.0,1.0,80.0,0.4878048780487805,68.0,0.0,0.0,25.0,20.0,1.0,27.07,0
20.0,0.0,0.0,80.0,0.6585365853658537,62.0,0.0,0.0,24.0,27.0,1.0,34.65,1
13.0,0.0,1.0,80.0,0.2926829268292683,68.0,0.0,0.0,25.0,12.0,0.0,0.01,0
13.0,0.0,1.0,80.0,0.024390243902439025,68.0,0.0,0.0,25.0,1.0,0.0,0.0,0
17.0,1.0,1.0,80.0,0.24390243902439024,68.0,0.0,0.0,25.0,10.0,0.0,27.74,0
18.0,1.0,1.0,80.0,0.024390243902439025,68.0,0.0,0.0,25.0,1.0,0.0,0.0,1
20.0,0.0,0.0,80.0,0.5609756097560976,62.0,0.0,0.0,24.0,23.0,0.0,3.28,0
13.0,0.0,1.0,126.0,0.5272727272727272,68.0,0.0,0.0,25.0,29.0,0.0,0.0,0
17.0,1.0,1.0,126.0,0.8727272727272727,68.0,0.0,0.0,25.0,48.0,0.0,7.23,0
17.0,1.0,1.0,126.0,0.01818181818181818,68.0,0.0,0.0,25.0,1.0,0.0,0.0,0
19.0,1.0,1.0,126.0,0.01818181818181818,68.0,0.0,0.0,25.0,1.0,0.0,0.0,0
20.0,0.0,0.0,126.0,0.36363636363636365,62.0,0.0,0.0,24.0,20.0,0.0,33.21,1
20.0,0.0,0.0,126.0,0.01818181818181818,62.0,0.0,0.0,24.0,1.0,0.0,0.01,0
13.0,0.0,1.0,126.0,0.25,68.0,0.0,0.0,25.0,14.0,1.0,12.81,0
17.0,1.0,1.0,126.0,0.7142857142857143,68.0,0.0,0.0,25.0,40.0,1.0,24.06,0
17.0,1.0,1.0,126.0,0.017857142857142856,68.0,0.0,0.0,25.0,1.0,1.0,0.0,0
18.0,1.0,1.0,126.0,0.6964285714285714,68.0,0.0,0.0,25.0,39.0,1.0,0.01,0
19.0,1.0,1.0,126.0,0.017857142857142856,68.0,0.0,0.0,25.0,1.0,1.0,0.0,0
20.0,0.0,0.0,126.0,0.8214285714285714,62.0,0.0,0.0,24.0,46.0,1.0,0.01,0
20.0,0.0,0.0,126.0,0.14285714285714285,62.0,0.0,0.0,24.0,8.0,1.0,20.67,0
13.0,0.0,1.0,126.0,0.8867924528301887,68.0,0.0,0.0,25.0,47.0,0.0,13.22,0
13.0,0.0,1.0,126.0,0.018867924528301886,68.0,0.0,0.0,25.0,1.0,0.0,0.0,0
17.0,1.0,1.0,126.0,0.4528301886792453,68.0,0.0,0.0,25.0,24.0,0.0,0.03,0
18.0,1.0,1.0,126.0,0.39622641509433965,68.0,0.0,0.0,25.0,21.0,0.0,12.89,0
20.0,0.0,0.0,126.0,0.8490566037735849,62.0,0.0,0.0,24.0,45.0,0.0,0.29,0
20.0,0.0,0.0,126.0,0.018867924528301886,62.0,0.0,0.0,24.0,1.0,0.0,0.0,0
13.0,0.0,1.0,126.0,0.7547169811320755,68.0,0.0,0.0,25.0,40.0,1.0,0.03,0
18.0,1.0,1.0,126.0,0.16981132075471697,68.0,0.0,0.0,25.0,9.0,1.0,12.14,1
20.0,0.0,0.0,36.0,0.05,62.0,0.0,0.0,24.0,1.0,0.0,0.01,0
20.0,0.0,0.0,36.0,0.047619047619047616,62.0,0.0,0.0,24.0,1.0,1.0,0.01,0
18.0,1.0,1.0,36.0,0.18181818181818182,68.0,0.0,0.0,25.0,2.0,1.0,34.49,0
13.0,0.0,1.0,108.0,0.9818181818181818,68.0,0.0,0.0,25.0,54.0,1.0,0.0,0
13.0,0.0,1.0,108.0,0.7636363636363637,68.0,0.0,0.0,25.0,42.0,1.0,26.61,0
13.0,0.0,1.0,108.0,0.5272727272727272,68.0,0.0,0.0,25.0,29.0,1.0,14.11,0
13.0,0.0,1.0,108.0,0.2,68.0,0.0,0.0,25.0,11.0,1.0,0.0,1
13.0,0.0,1.0,108.0,0.10909090909090909,68.0,0.0,0.0,25.0,6.0,1.0,14.37,0
13.0,0.0,1.0,108.0,0.01818181818181818,68.0,0.0,0.0,25.0,1.0,1.0,0.0,0
17.0,1.0,1.0,108.0,1.0,68.0,0.0,0.0,25.0,55.0,1.0,11.78,0
16.0,1.0,1.0,108.0,0.7272727272727273,68.0,0.0,0.0,25.0,40.0,1.0,0.0,0
17.0,1.0,1.0,108.0,0.5636363636363636,68.0,0.0,0.0,25.0,31.0,1.0,29.89,0
16.0,1.0,1.0,108.0,0.01818181818181818,68.0,0.0,0.0,25.0,1.0,1.0,0.0,1
17.0,1.0,1.0,108.0,0.01818181818181818,68.0,0.0,0.0,25.0,1.0,1.0,0.0,0
17.0,1.0,1.0,108.0,0.01818181818181818,68.0,0.0,0.0,25.0,1.0,1.0,0.02,0
18.0,1.0,1.0,108.0,0.7272727272727273,68.0,0.0,0.0,25.0,40.0,1.0,35.98,0
19.0,1.0,1.0,108.0,0.5636363636363636,68.0,0.0,0.0,25.0,31.0,1.0,29.6,0
19.0,1.0,1.0,108.0,0.32727272727272727,68.0,0.0,0.0,25.0,18.0,1.0,0.0,0
18.0,1.0,1.0,108.0,0.05454545454545454,68.0,0.0,0.0,25.0,3.0,1.0,11.9,0
19.0,1.0,1.0,108.0,0.01818181818181818,68.0,0.0,0.0,25.0,1.0,1.0,0.01,0
20.0,0.0,0.0,108.0,0.8181818181818182,62.0,0.0,0.0,24.0,45.0,1.0,11.15,0
20.0,0.0,0.0,108.0,0.5272727272727272,62.0,0.0,0.0,24.0,29.0,1.0,7.26,0
20.0,0.0,0.0,108.0,0.18181818181818182,62.0,0.0,0.0,24.0,10.0,1.0,26.06,0
20.0,0.0,0.0,108.0,0.01818181818181818,62.0,0.0,0.0,24.0,1.0,1.0,0.0,0
13.0,0.0,1.0,108.0,0.9454545454545454,68.0,0.0,0.0,25.0,52.0,0.0,0.01,0
13.0,0.0,1.0,108.0,0.7090909090909091,68.0,0.0,0.0,25.0,39.0,0.0,0.0,0
13.0,0.0,1.0,108.0,0.4909090909090909,68.0,0.0,0.0,25.0,27.0,0.0,23.4,0
13.0,0.0,1.0,108.0,0.23636363636363636,68.0,0.0,0.0,25.0,13.0,0.0,7.77,0
13.0,0.0,1.0,108.0,0.05454545454545454,68.0,0.0,0.0,25.0,3.0,0.0,0.02,0
17.0,1.0,1.0,108.0,0.8909090909090909,68.0,0.0,0.0,25.0,49.0,0.0,0.0,0
17.0,1.0,1.0,108.0,0.6909090909090909,68.0,0.0,0.0,25.0,38.0,0.0,0.08,0
17.0,1.0,1.0,108.0,0.4727272727272727,68.0,0.0,0.0,25.0,26.0,0.0,25.44,0
17.0,1.0,1.0,108.0,0.34545454545454546,68.0,0.0,0.0,25.0,19.0,0.0,0.0,0
17.0,1.0,1.0,108.0,0.05454545454545454,68.0,0.0,0.0,25.0,3.0,0.0,0.01,0
19.0,1.0,1.0,108.0,0.6909090909090909,68.0,0.0,0.0,25.0,38.0,0.0,0.0,0
19.0,1.0,1.0,108.0,0.4727272727272727,68.0,0.0,0.0,25.0,26.0,0.0,24.64,0
19.0,1.0,1.0,108.0,0.3090909090909091,68.0,0.0,0.0,25.0,17.0,0.0,0.0,0
19.0,1.0,1.0,108.0,0.01818181818181818,68.0,0.0,0.0,25.0,1.0,0.0,0.0,0
19.0,1.0,1.0,108.0,0.01818181818181818,68.0,0.0,0.0,25.0,1.0,0.0,0.0,0
20.0,0.0,0.0,108.0,0.8909090909090909,62.0,0.0,0.0,24.0,49.0,0.0,0.0,0
20.0,0.0,0.0,108.0,0.6909090909090909,62.0,0.0,0.0,24.0,38.0,0.0,4.46,0
20.0,0.0,0.0,108.0,0.43636363636363634,62.0,0.0,0.0,24.0,24.0,0.0,35.76,0
20.0,0.0,0.0,108.0,0.16363636363636364,62.0,0.0,0.0,24.0,9.0,0.0,20.86,0
20.0,0.0,0.0,108.0,0.01818181818181818,62.0,0.0,0.0,24.0,1.0,0.0,0.0,0
13.0,0.0,1.0,165.0,0.8227848101265823,68.0,0.0,0.0,25.0,65.0,0.0,13.1,0
16.0,1.0,1.0,165.0,0.34177215189873417,68.0,0.0,0.0,25.0,27.0,0.0,0.0,0
20.0,0.0,0.0,165.0,0.7590361445783133,62.0,0.0,0.0,24.0,63.0,0.0,19.38,0
20.0,0.0,0.0,165.0,0.012048192771084338,62.0,0.0,0.0,24.0,1.0,0.0,0.0,0
13.0,0.0,1.0,165.0,0.4805194805194805,68.0,0.0,0.0,25.0,37.0,1.0,0.0,0
19.0,1.0,1.0,165.0,0.7272727272727273,68.0,0.0,0.0,25.0,56.0,1.0,30.48,0
20.0,0.0,0.0,165.0,0.7228915662650602,62.0,0.0,0.0,24.0,60.0,1.0,0.01,0
20.0,0.0,0.0,165.0,0.04819277108433735,62.0,0.0,0.0,24.0,4.0,1.0,19.95,0
19.0,1.0,1.0,158.0,0.024390243902439025,68.0,0.0,0.0,25.0,1.0,0.0,0.0,0
19.0,1.0,1.0,158.0,0.017857142857142856,68.0,0.0,0.0,25.0,1.0,1.0,0.0,0
19.0,1.0,1.0,158.0,0.5185185185185185,68.0,0.0,0.0,25.0,42.0,1.0,22.17,0
20.0,0.0,0.0,158.0,0.6419753086419753,62.0,0.0,0.0,24.0,52.0,1.0,0.16,0
20.0,0.0,0.0,158.0,0.012345679012345678,62.0,0.0,0.0,24.0,1.0,1.0,19.54,0
13.0,0.0,1.0,158.0,0.7590361445783133,68.0,0.0,0.0,25.0,63.0,1.0,14.46,0
13.0,0.0,1.0,158.0,0.13253012048192772,68.0,0.0,0.0,25.0,11.0,1.0,0.0,0
17.0,1.0,1.0,158.0,0.5180722891566265,68.0,0.0,0.0,25.0,43.0,1.0,20.7,0
17.0,1.0,1.0,158.0,0.012048192771084338,68.0,0.0,0.0,25.0,1.0,1.0,0.0,0
20.0,0.0,0.0,158.0,0.9879518072289156,62.0,0.0,0.0,24.0,82.0,1.0,0.01,0
13.0,0.0,1.0,158.0,0.7439024390243902,68.0,0.0,0.0,25.0,61.0,0.0,14.2,0
13.0,0.0,1.0,158.0,0.10975609756097561,68.0,0.0,0.0,25.0,9.0,0.0,23.0,0
16.0,1.0,1.0,158.0,0.4146341463414634,68.0,0.0,0.0,25.0,34.0,0.0,3.96,0
17.0,1.0,1.0,158.0,0.012195121951219513,68.0,0.0,0.0,25.0,1.0,0.0,0.0,0
18.0,1.0,1.0,158.0,0.4268292682926829,68.0,0.0,0.0,25.0,35.0,0.0,5.75,0
20.0,0.0,0.0,158.0,0.9634146341463414,62.0,0.0,0.0,24.0,79.0,0.0,12.22,1
20.0,0.0,0.0,158.0,0.3170731707317073,62.0,0.0,0.0,24.0,26.0,0.0,0.0,0
20.0,0.0,0.0,52.0,0.1875,62.0,0.0,0.0,24.0,6.0,1.0,0.0,0
13.0,0.0,1.0,11.0,0.8333333333333334,68.0,0.0,0.0,25.0,5.0,0.0,5.0,0
13.0,0.0,1.0,11.0,0.16666666666666666,68.0,0.0,0.0,25.0,1.0,0.0,0.07,0
17.0,1.0,1.0,11.0,0.6666666666666666,68.0,0.0,0.0,25.0,4.0,0.0,0.01,0
18.0,1.0,1.0,11.0,0.6666666666666666,68.0,0.0,0.0,25.0,4.0,0.0,6.63,0
19.0,1.0,1.0,11.0,0.16666666666666666,68.0,0.0,0.0,25.0,1.0,0.0,0.0,0
20.0,0.0,0.0,11.0,1.0,62.0,0.0,0.0,24.0,6.0,0.0,6.44,0
20.0,0.0,0.0,11.0,0.16666666666666666,62.0,0.0,0.0,24.0,1.0,0.0,0.0,0
17.0,1.0,1.0,11.0,0.5714285714285714,68.0,0.0,0.0,25.0,4.0,1.0,0.0,0
17.0,1.0,1.0,11.0,0.14285714285714285,68.0,0.0,0.0,25.0,1.0,1.0,0.0,0
19.0,1.0,1.0,11.0,0.5714285714285714,68.0,0.0,0.0,25.0,4.0,1.0,30.0,0
19.0,1.0,1.0,11.0,0.14285714285714285,68.0,0.0,0.0,25.0,1.0,1.0,0.0,0
20.0,0.0,0.0,11.0,0.14285714285714285,62.0,0.0,0.0,24.0,1.0,1.0,0.0,0
13.0,0.0,1.0,72.0,0.22580645161290322,68.0,0.0,0.0,25.0,7.0,1.0,26.63,1
17.0,1.0,1.0,72.0,0.03225806451612903,68.0,0.0,0.0,25.0,1.0,1.0,0.0,0
18.0,1.0,1.0,72.0,0.6774193548387096,68.0,0.0,0.0,25.0,21.0,1.0,0.01,1
20.0,0.0,0.0,72.0,0.8235294117647058,62.0,0.0,0.0,24.0,28.0,1.0,12.38,1
13.0,0.0,1.0,72.0,0.2727272727272727,68.0,0.0,0.0,25.0,9.0,0.0,15.8,1
17.0,1.0,1.0,72.0,0.24242424242424243,68.0,0.0,0.0,25.0,8.0,0.0,32.47,0
17.0,1.0,1.0,24.0,0.9333333333333333,68.0,0.0,0.0,25.0,14.0,0.0,37.92,0
20.0,0.0,0.0,18.0,0.09090909090909091,62.0,0.0,0.0,24.0,1.0,1.0,0.0,0
20.0,0.0,0.0,147.0,0.7432432432432432,62.0,0.0,0.0,24.0,55.0,0.0,0.0,1
13.0,0.0,1.0,147.0,0.9,68.0,0.0,0.0,25.0,63.0,0.0,18.0,0
13.0,0.0,1.0,147.0,0.5428571428571428,68.0,0.0,0.0,25.0,38.0,0.0,0.0,0
13.0,0.0,1.0,147.0,0.11428571428571428,68.0,0.0,0.0,25.0,8.0,0.0,26.43,0
17.0,1.0,1.0,147.0,0.9285714285714286,68.0,0.0,0.0,25.0,65.0,0.0,2.71,0
17.0,1.0,1.0,147.0,0.4857142857142857,68.0,0.0,0.0,25.0,34.0,0.0,0.02,0
18.0,1.0,1.0,147.0,0.8428571428571429,68.0,0.0,0.0,25.0,59.0,0.0,0.0,0
19.0,1.0,1.0,147.0,0.2571428571428571,68.0,0.0,0.0,25.0,18.0,0.0,19.0,0
13.0,0.0,1.0,147.0,0.4857142857142857,68.0,0.0,0.0,25.0,34.0,1.0,0.0,0
13.0,0.0,1.0,147.0,0.02857142857142857,68.0,0.0,0.0,25.0,2.0,1.0,8.0,0
17.0,1.0,1.0,147.0,0.8571428571428571,68.0,0.0,0.0,25.0,60.0,1.0,0.02,0
17.0,1.0,1.0,147.0,0.4714285714285714,68.0,0.0,0.0,25.0,33.0,1.0,0.0,0
17.0,1.0,1.0,147.0,0.04285714285714286,68.0,0.0,0.0,25.0,3.0,1.0,9.0,0
19.0,1.0,1.0,147.0,0.8571428571428571,68.0,0.0,0.0,25.0,60.0,1.0,0.0,0
20.0,0.0,0.0,147.0,0.9866666666666667,62.0,0.0,0.0,24.0,74.0,1.0,18.99,1
20.0,0.0,0.0,147.0,0.6666666666666666,62.0,0.0,0.0,24.0,50.0,1.0,0.04,1
13.0,0.0,1.0,39.0,0.4090909090909091,68.0,0.0,0.0,25.0,9.0,1.0,38.46,0
13.0,0.0,1.0,39.0,0.9090909090909091,68.0,0.0,0.0,25.0,20.0,0.0,14.27,0
17.0,1.0,1.0,39.0,0.045454545454545456,68.0,0.0,0.0,25.0,1.0,0.0,0.0,0
13.0,0.0,1.0,58.0,0.8,68.0,0.0,0.0,25.0,24.0,1.0,0.0,1
13.0,0.0,1.0,58.0,0.9,68.0,0.0,0.0,25.0,27.0,1.0,0.05,0
13.0,0.0,1.0,58.0,0.7666666666666667,68.0,0.0,0.0,25.0,23.0,1.0,13.19,0
13.0,0.0,1.0,58.0,0.6666666666666666,68.0,0.0,0.0,25.0,20.0,1.0,33.1,0
13.0,0.0,1.0,58.0,0.5666666666666667,68.0,0.0,0.0,25.0,17.0,1.0,33.6,0
13.0,0.0,1.0,58.0,0.36666666666666664,68.0,0.0,0.0,25.0,11.0,1.0,4.21,0
13.0,0.0,1.0,58.0,0.2,68.0,0.0,0.0,25.0,6.0,1.0,22.95,0
13.0,0.0,1.0,58.0,0.06666666666666667,68.0,0.0,0.0,25.0,2.0,1.0,0.94,0
13.0,0.0,1.0,58.0,0.03333333333333333,68.0,0.0,0.0,25.0,1.0,1.0,0.0,0
13.0,0.0,1.0,58.0,0.03333333333333333,68.0,0.0,0.0,25.0,1.0,1.0,0.0,0
17.0,1.0,1.0,58.0,0.9,68.0,0.0,0.0,25.0,27.0,1.0,0.0,0
17.0,1.0,1.0,58.0,0.8,68.0,0.0,0.0,25.0,24.0,1.0,35.37,0
17.0,1.0,1.0,58.0,0.7,68.0,0.0,0.0,25.0,21.0,1.0,32.37,0
17.0,1.0,1.0,58.0,0.5666666666666667,68.0,0.0,0.0,25.0,17.0,1.0,35.53,0
17.0,1.0,1.0,58.0,0.4,68.0,0.0,0.0,25.0,12.0,1.0,12.0,0
17.0,1.0,1.0,58.0,0.23333333333333334,68.0,0.0,0.0,25.0,7.0,1.0,0.0,0
17.0,1.0,1.0,58.0,0.1,68.0,0.0,0.0,25.0,3.0,1.0,35.88,0
17.0,1.0,1.0,58.0,0.03333333333333333,68.0,0.0,0.0,25.0,1.0,1.0,0.0,0
17.0,1.0,1.0,58.0,0.03333333333333333,68.0,0.0,0.0,25.0,1.0,1.0,0.0,0
19.0,1.0,1.0,58.0,0.9,68.0,0.0,0.0,25.0,27.0,1.0,0.0,0
19.0,1.0,1.0,58.0,0.8333333333333334,68.0,0.0,0.0,25.0,25.0,1.0,34.11,0
19.0,1.0,1.0,58.0,0.7,68.0,0.0,0.0,25.0,21.0,1.0,16.03,0
19.0,1.0,1.0,58.0,0.5333333333333333,68.0,0.0,0.0,25.0,16.0,1.0,35.82,0
20.0,0.0,0.0,58.0,0.8333333333333334,62.0,0.0,0.0,24.0,25.0,1.0,22.89,1
18.0,1.0,1.0,58.0,0.16666666666666666,68.0,0.0,0.0,25.0,5.0,1.0,35.32,0
20.0,0.0,0.0,58.0,0.8333333333333334,62.0,0.0,0.0,24.0,25.0,1.0,39.8,0
20.0,0.0,0.0,58.0,0.6666666666666666,62.0,0.0,0.0,24.0,20.0,1.0,12.34,0
19.0,1.0,1.0,58.0,0.03333333333333333,68.0,0.0,0.0,25.0,1.0,1.0,0.0,0
20.0,0.0,0.0,58.0,0.5666666666666667,62.0,0.0,0.0,24.0,17.0,1.0,39.52,0
20.0,0.0,0.0,58.0,0.26666666666666666,62.0,0.0,0.0,24.0,8.0,1.0,30.0,0
20.0,0.0,0.0,58.0,0.03333333333333333,62.0,0.0,0.0,24.0,1.0,1.0,0.01,0
13.0,0.0,1.0,58.0,0.9,68.0,0.0,0.0,25.0,27.0,0.0,17.14,0
13.0,0.0,1.0,58.0,0.6666666666666666,68.0,0.0,0.0,25.0,20.0,0.0,0.39,0
13.0,0.0,1.0,58.0,0.5666666666666667,68.0,0.0,0.0,25.0,17.0,0.0,0.0,0
13.0,0.0,1.0,58.0,0.4,68.0,0.0,0.0,25.0,12.0,0.0,0.0,0
13.0,0.0,1.0,58.0,0.3333333333333333,68.0,0.0,0.0,25.0,10.0,0.0,0.0,0
13.0,0.0,1.0,58.0,0.23333333333333334,68.0,0.0,0.0,25.0,7.0,0.0,0.0,0
13.0,0.0,1.0,58.0,0.1,68.0,0.0,0.0,25.0,3.0,0.0,0.01,0
17.0,1.0,1.0,58.0,0.9,68.0,0.0,0.0,25.0,27.0,0.0,0.0,0
17.0,1.0,1.0,58.0,0.7666666666666667,68.0,0.0,0.0,25.0,23.0,0.0,19.77,0
16.0,1.0,1.0,58.0,0.5,68.0,0.0,0.0,25.0,15.0,0.0,0.0,0
17.0,1.0,1.0,58.0,0.4666666666666667,68.0,0.0,0.0,25.0,14.0,0.0,0.0,0
17.0,1.0,1.0,58.0,0.3333333333333333,68.0,0.0,0.0,25.0,10.0,0.0,0.0,0
17.0,1.0,1.0,58.0,0.23333333333333334,68.0,0.0,0.0,25.0,7.0,0.0,32.61,0
16.0,1.0,1.0,58.0,0.03333333333333333,68.0,0.0,0.0,25.0,1.0,0.0,9.62,0
17.0,1.0,1.0,58.0,0.03333333333333333,68.0,0.0,0.0,25.0,1.0,0.0,0.0,0
19.0,1.0,1.0,58.0,0.8666666666666667,68.0,0.0,0.0,25.0,26.0,0.0,27.47,0
19.0,1.0,1.0,58.0,0.5666666666666667,68.0,0.0,0.0,25.0,17.0,0.0,29.16,0
19.0,1.0,1.0,58.0,0.43333333333333335,68.0,0.0,0.0,25.0,13.0,0.0,0.0,0
18.0,1.0,1.0,58.0,0.23333333333333334,68.0,0.0,0.0,25.0,7.0,0.0,0.01,0
20.0,0.0,0.0,58.0,0.8,62.0,0.0,0.0,24.0,24.0,0.0,3.0,1
19.0,1.0,1.0,58.0,0.03333333333333333,68.0,0.0,0.0,25.0,1.0,0.0,0.01,0
20.0,0.0,0.0,58.0,0.6666666666666666,62.0,0.0,0.0,24.0,20.0,0.0,26.06,0
19.0,1.0,1.0,58.0,0.03333333333333333,68.0,0.0,0.0,25.0,1.0,0.0,0.01,0
20.0,0.0,0.0,58.0,0.4,62.0,0.0,0.0,24.0,12.0,0.0,25.96,0
20.0,0.0,0.0,58.0,0.26666666666666666,62.0,0.0,0.0,24.0,8.0,0.0,0.01,0
20.0,0.0,0.0,58.0,0.13333333333333333,62.0,0.0,0.0,24.0,4.0,0.0,26.04,0
13.0,0.0,1.0,130.0,0.9583333333333334,68.0,0.0,0.0,25.0,46.0,1.0,34.33,0
13.0,0.0,1.0,130.0,0.020833333333333332,68.0,0.0,0.0,25.0,1.0,1.0,0.0,0
17.0,1.0,1.0,130.0,0.2916666666666667,68.0,0.0,0.0,25.0,14.0,1.0,22.55,0
20.0,0.0,0.0,130.0,0.020833333333333332,62.0,0.0,0.0,24.0,1.0,1.0,0.01,0
17.0,1.0,1.0,130.0,0.5918367346938775,68.0,0.0,0.0,25.0,29.0,0.0,27.47,0
20.0,0.0,0.0,130.0,0.8775510204081632,62.0,0.0,0.0,24.0,43.0,0.0,9.0,0
13.0,0.0,1.0,68.0,0.6388888888888888,68.0,0.0,0.0,25.0,23.0,0.0,0.01,0
17.0,1.0,1.0,68.0,0.6666666666666666,68.0,0.0,0.0,25.0,24.0,0.0,0.0,0
17.0,1.0,1.0,68.0,0.027777777777777776,68.0,0.0,0.0,25.0,1.0,0.0,0.0,0
18.0,1.0,1.0,68.0,0.6388888888888888,68.0,0.0,0.0,25.0,23.0,0.0,0.47,0
19.0,1.0,1.0,68.0,0.027777777777777776,68.0,0.0,0.0,25.0,1.0,0.0,0.0,0
20.0,0.0,0.0,68.0,0.5833333333333334,62.0,0.0,0.0,24.0,21.0,0.0,37.75,0
20.0,0.0,0.0,68.0,0.027777777777777776,62.0,0.0,0.0,24.0,1.0,0.0,0.0,0
13.0,0.0,1.0,68.0,1.0,68.0,0.0,0.0,25.0,34.0,1.0,17.67,0
13.0,0.0,1.0,68.0,0.2647058823529412,68.0,0.0,0.0,25.0,9.0,1.0,33.07,0
17.0,1.0,1.0,68.0,0.3235294117647059,68.0,0.0,0.0,25.0,11.0,1.0,36.62,0
19.0,1.0,1.0,68.0,1.0,68.0,0.0,0.0,25.0,34.0,1.0,0.0,0
18.0,1.0,1.0,68.0,0.17647058823529413,68.0,0.0,0.0,25.0,6.0,1.0,41.72,0
20.0,0.0,0.0,68.0,0.6470588235294118,62.0,0.0,0.0,24.0,22.0,1.0,9.81,0
20.0,0.0,0.0,68.0,0.29411764705882354,62.0,0.0,0.0,24.0,10.0,1.0,14.45,0
20.0,0.0,0.0,66.0,0.35294117647058826,62.0,0.0,0.0,24.0,12.0,0.0,27.0,0
20.0,0.0,0.0,66.0,0.05714285714285714,62.0,0.0,0.0,24.0,2.0,1.0,0.0,0
13.0,0.0,1.0,199.0,0.8367346938775511,68.0,0.0,0.0,25.0,82.0,1.0,13.4,1
13.0,0.0,1.0,199.0,0.8367346938775511,68.0,0.0,0.0,25.0,82.0,1.0,26.0,0
13.0,0.0,1.0,199.0,0.7346938775510204,68.0,0.0,0.0,25.0,72.0,1.0,0.0,0
13.0,0.0,1.0,199.0,0.41836734693877553,68.0,0.0,0.0,25.0,41.0,1.0,19.0,1
13.0,0.0,1.0,199.0,0.336734693877551,68.0,0.0,0.0,25.0,33.0,1.0,6.89,0
13.0,0.0,1.0,199.0,0.14285714285714285,68.0,0.0,0.0,25.0,14.0,1.0,18.0,1
13.0,0.0,1.0,199.0,0.09183673469387756,68.0,0.0,0.0,25.0,9.0,1.0,17.0,0
13.0,0.0,1.0,199.0,0.01020408163265306,68.0,0.0,0.0,25.0,1.0,1.0,0.0,0
13.0,0.0,1.0,199.0,0.01020408163265306,68.0,0.0,0.0,25.0,1.0,1.0,9.09,0
17.0,1.0,1.0,199.0,0.826530612244898,68.0,0.0,0.0,25.0,81.0,1.0,0.0,0
17.0,1.0,1.0,199.0,0.7346938775510204,68.0,0.0,0.0,25.0,72.0,1.0,43.22,0
17.0,1.0,1.0,199.0,0.6224489795918368,68.0,0.0,0.0,25.0,61.0,1.0,0.0,0
17.0,1.0,1.0,199.0,0.47959183673469385,68.0,0.0,0.0,25.0,47.0,1.0,0.0,0
17.0,1.0,1.0,199.0,0.35714285714285715,68.0,0.0,0.0,25.0,35.0,1.0,18.0,0
17.0,1.0,1.0,199.0,0.23469387755102042,68.0,0.0,0.0,25.0,23.0,1.0,15.0,0
16.0,1.0,1.0,199.0,0.07142857142857142,68.0,0.0,0.0,25.0,7.0,1.0,9.68,0
17.0,1.0,1.0,199.0,0.01020408163265306,68.0,0.0,0.0,25.0,1.0,1.0,0.0,0
19.0,1.0,1.0,199.0,0.8367346938775511,68.0,0.0,0.0,25.0,82.0,1.0,24.0,0
18.0,1.0,1.0,199.0,0.6020408163265306,68.0,0.0,0.0,25.0,59.0,1.0,31.0,0
18.0,1.0,1.0,199.0,0.42857142857142855,68.0,0.0,0.0,25.0,42.0,1.0,17.0,1
20.0,0.0,0.0,199.0,0.9897959183673469,62.0,0.0,0.0,24.0,97.0,1.0,17.42,1
